City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,dongcun,36.7767,121.1597,37.98,57,100,8.52,CN,1737866554
301,kankan,10.3854,-9.3057,72.37,21,7,3.83,GN,1737866555
302,keminmaa,65.8596,24.8228,33.57,93,100,17.27,FI,1737866556
303,guerrero negro,27.9769,-114.0611,56.86,67,0,3.96,MX,1737866557
304,hithadhoo,-0.6,73.0833,82.42,76,37,10.83,MV,1737866558
305,road town,18.4167,-64.6167,78.17,70,1,23.58,VG,1737866559
306,nova sintra,14.8667,-24.7167,72.32,75,0,21.65,CV,1737866561
307,port arthur,38.8,121.2667,37.62,71,100,7.58,CN,1737866562
308,ridder,50.355,83.5133,18.79,63,11,1.16,KZ,1737866563
309,cromwell,41.5951,-72.6454,27.45,60,0,4.61,US,1737866564
310,luba,3.4568,8.5547,79.16,82,80,4.0,GQ,1737866565
311,puerto leguizamo,-0.1934,-74.7819,70.84,96,44,2.15,CO,1737866566
312,benxi,41.2886,123.765,33.3,54,100,4.54,CN,1737866567
313,eureka,40.8021,-124.1637,38.62,81,0,6.98,US,1737866507
314,vydrino,51.485,104.8461,2.39,73,20,3.33,RU,1737866570
315,madalena,41.2162,-8.3345,54.18,82,100,12.57,PT,1737866571
316,seydi,39.4816,62.9137,38.88,32,8,4.97,TM,1737866572
317,ad dawadimi,24.5077,44.3924,52.95,45,46,5.06,SA,1737866573
318,sorong,-0.8833,131.25,83.88,71,100,7.9,ID,1737866574
319,santa cruz,-17.8,-63.1667,74.66,94,20,8.05,BO,1737866575
320,tshikapa,-6.4167,20.8,68.11,95,98,0.94,CD,1737866577
321,vadso,70.0744,29.7487,32.16,80,75,12.66,NO,1737866578
322,recani,31.2846,-4.2688,53.15,33,43,3.71,MA,1737866580
323,motygino,58.1831,94.7592,6.03,91,100,7.25,RU,1737866581
324,sinazongwe,-17.2614,27.4618,75.31,77,58,2.46,ZM,1737866582
325,hacienda huancane,-15.8222,-70.8856,40.87,81,88,1.9,PE,1737866583
326,petrila,45.45,23.4167,35.69,82,35,5.12,RO,1737866584
327,launceston,-41.45,147.1667,73.04,40,20,13.8,AU,1737866585
328,farasan,16.7022,42.1183,78.15,76,10,8.5,SA,1737866587
329,tongchuanshi,35.0806,109.0897,27.43,39,0,14.61,CN,1737866588
330,khash,28.2211,61.2158,48.99,22,0,3.65,IR,1737866589
331,mejit,10.2753,170.8646,79.38,78,19,18.9,MH,1737866590
332,kargasok,59.0556,80.8572,7.29,94,100,7.02,RU,1737866591
333,san pedro pochutla,15.7333,-96.4667,76.71,57,0,3.83,MX,1737866592
334,quellon,-43.1167,-73.6167,53.15,94,25,3.36,CL,1737866593
335,tolanaro,-25.0319,46.9987,77.07,88,75,6.91,MG,1737866595
336,plouzane,48.3833,-4.6167,48.25,87,0,18.41,FR,1737866596
337,nogliki,51.8333,143.1667,10.94,91,38,4.25,RU,1737866597
338,terme,41.2092,36.9739,48.47,90,100,2.44,TR,1737866598
339,huilong,31.8111,121.655,40.93,92,100,12.19,CN,1737866599
340,minot air force base,48.4209,-101.3391,14.18,67,0,24.16,US,1737866600
341,ciudad acuna,29.3232,-100.9522,55.69,55,0,6.91,MX,1737866601
342,leua,48.2156,18.6071,40.68,80,100,15.28,SK,1737866603
343,flying fish cove,-10.4217,105.6791,85.68,79,20,6.91,CX,1737866604
344,necochea,-38.5473,-58.7368,57.72,85,1,4.54,AR,1737866605
345,kosh-agach,50.0,88.6667,-12.5,84,67,1.57,RU,1737866606
346,saint-pierre,-21.3393,55.4781,85.68,62,0,5.75,RE,1737866607
347,island harbour,50.724,-1.2758,44.98,81,19,10.0,GB,1737866608
348,remire-montjoly,4.9167,-52.2667,75.24,100,0,2.3,GF,1737866610
349,bang saphan,11.2126,99.5117,86.56,53,40,7.14,TH,1737866611
350,leksand,60.7339,15.0032,35.11,79,100,14.41,SE,1737866612
351,rongelap,11.1635,166.8941,79.72,76,45,18.81,MH,1737866613
352,newman,37.3138,-121.0208,45.03,85,97,3.6,US,1737866614
353,majene,-3.5403,118.9707,81.41,78,100,4.45,ID,1737866616
354,pacocha,-17.5833,-71.3333,70.38,87,100,2.93,PE,1737866617
355,kalmunai,7.4167,81.8167,81.01,77,71,15.99,LK,1737866618
356,malango,-2.9627,119.9001,77.81,83,100,2.46,ID,1737866619
357,lhasa,29.65,91.1,32.56,15,0,3.47,CN,1737866620
358,queenstown,-31.8976,26.8753,72.43,62,0,1.95,ZA,1737866623
359,poronaysk,49.2167,143.1167,15.4,83,21,1.97,RU,1737866624
360,cascais,38.6979,-9.4215,59.5,70,100,8.01,PT,1737866625
361,las khorey,11.1595,48.1967,73.87,61,23,4.79,SO,1737866626
362,new washington,11.6508,122.4322,80.13,86,85,10.09,PH,1737866627
363,ciudad lazaro cardenas,17.9583,-102.2,75.6,89,1,2.64,MX,1737866630
364,chauk,20.8833,94.8167,80.47,35,22,7.47,MM,1737866631
365,champerico,14.3,-91.9167,78.15,73,0,5.28,GT,1737866632
366,honmachi,32.5,130.6,51.46,38,19,7.83,JP,1737866461
367,aasiaat,68.7098,-52.8699,-7.91,99,93,8.55,GL,1737866634
368,kulhudhuffushi,6.6221,73.07,81.81,77,76,12.35,MV,1737866636
369,aljezur,37.3191,-8.8033,54.59,94,100,7.74,PT,1737866637
370,minas de marcona,-15.2119,-75.1103,63.37,79,100,5.93,PE,1737866639
371,mamuju,-2.6748,118.8885,79.88,86,100,1.07,ID,1737866640
372,kailua-kona,19.6406,-155.9956,76.55,84,1,7.36,US,1737866641
373,kapa'a,22.0752,-159.319,75.52,87,40,10.36,US,1737866642
374,dongning,44.0622,131.1207,24.6,48,31,4.25,CN,1737866644
375,vanimo,-2.6741,141.3028,84.99,71,98,7.61,PG,1737866645
376,zhengjiatun,43.5064,123.5064,25.81,45,100,3.89,CN,1737866646
377,richards bay,-28.783,32.0377,76.06,83,3,3.96,ZA,1737866649
378,isangel,-19.55,169.2667,81.79,82,100,3.8,VU,1737866650
379,bardsir,29.9227,56.5743,44.4,20,0,2.48,IR,1737866651
380,puerto quijarro,-17.7833,-57.7667,77.67,74,79,0.96,BO,1737866652
381,susuman,62.7833,148.1667,-37.17,99,81,0.43,RU,1737866653
382,rafaela,-31.2503,-61.4867,76.98,53,0,1.01,AR,1737866655
383,cruz,-2.9178,-40.1717,75.58,91,100,3.09,BR,1737866656
384,malakanagiri,18.35,81.9,84.16,24,45,4.45,IN,1737866657
385,ifanadiana,-21.3,47.6333,73.15,95,100,1.34,MG,1737866658
386,fort saskatchewan,53.7168,-113.2187,27.37,91,79,10.0,CA,1737866659
387,kaiyuan,23.6977,103.3037,46.18,61,100,7.99,CN,1737866660
388,vilyuchinsk,52.9306,158.4028,28.67,81,99,9.73,RU,1737866661
389,tazacorte,28.629,-17.9293,63.57,72,100,3.44,ES,1737866663
390,tarakan,3.3,117.6333,80.1,94,40,5.75,ID,1737866664
391,geraldton,-28.7667,114.6,82.81,61,100,19.57,AU,1737866665
392,mosjoen,65.836,13.1908,37.92,87,20,13.0,NO,1737866666
393,chibougamau,49.9168,-74.3659,10.02,85,100,10.36,CA,1737866667
394,mount gambier,-37.8333,140.7667,81.5,38,25,9.1,AU,1737866668
395,carhuamayo,-10.9167,-76.0333,37.42,88,67,3.0,PE,1737866670
396,keflavik,64.0049,-22.5624,30.63,86,75,5.75,IS,1737866671
397,auki,-8.7676,160.7034,85.84,67,83,2.8,SB,1737866672
398,lerwick,60.1545,-1.1494,38.64,99,100,19.13,GB,1737866673
399,codrington,-38.2667,141.9667,68.99,58,35,18.05,AU,1737866674
400,pasni,25.2631,63.471,66.92,28,0,9.82,PK,1737866675
401,tsiombe,-25.3,45.4833,77.25,84,100,6.33,MG,1737866677
402,selfoss,63.9331,-20.9971,33.04,67,100,12.59,IS,1737866678
403,tyukalinsk,55.8732,72.1967,3.81,81,99,6.55,RU,1737866680
404,hasaki,35.7333,140.8333,49.41,42,4,22.08,JP,1737866681
405,yulinshi,38.2906,109.7494,14.56,41,1,26.31,CN,1737866682
406,sidi akkacha,36.4647,1.3026,53.89,75,83,6.13,DZ,1737866684
407,alto araguaia,-17.3147,-53.2153,70.52,85,83,2.53,BR,1737866685
408,zalari,53.5584,102.5065,-7.1,88,100,6.4,RU,1737866686
409,ixtapa,20.7,-105.2,72.23,88,0,0.0,MX,1737866687
410,pacific grove,36.6177,-121.9166,49.42,90,100,6.91,US,1737866688
411,tanhacu,-14.0214,-41.2481,67.78,91,1,3.87,BR,1737866691
412,togur,58.3631,82.8265,8.1,93,100,7.4,RU,1737866692
413,karanja,20.4833,77.4833,79.2,36,3,6.17,IN,1737866693
414,trujillo,-8.116,-79.03,66.16,88,99,8.05,PE,1737866694
415,salinopolis,-0.6136,-47.3561,77.85,86,54,7.74,BR,1737866695
416,la sarre,48.8002,-79.1996,21.74,96,100,6.51,CA,1737866697
417,amungan,15.3652,119.9582,81.3,68,37,9.98,PH,1737866698
418,maxixe,-23.8597,35.3472,80.42,88,40,5.99,MZ,1737866699
419,arteche,12.2645,125.4048,83.73,71,86,8.25,PH,1737866700
420,labytnangi,66.6572,66.4183,-11.78,98,100,6.08,RU,1737866701
421,kingston,17.997,-76.7936,79.75,74,20,4.61,JM,1737866703
422,takoradi,4.8845,-1.7554,78.33,90,34,5.66,GH,1737866704
423,alofi,-19.0595,-169.9187,84.09,74,75,4.61,NU,1737866705
424,novovarshavka,54.1721,74.6946,0.64,79,85,6.31,RU,1737866706
425,mermoz boabab,14.7065,-17.4758,68.38,82,6,19.37,SN,1737866707
426,coquimbo,-29.9533,-71.3436,67.73,88,0,2.3,CL,1737866709
427,smolensk,55.0,33.0,37.65,91,100,11.77,RU,1737866710
428,brusque,-27.0981,-48.9175,75.78,100,88,2.33,BR,1737866711
429,ketchikan,55.3422,-131.6461,37.98,87,0,5.75,US,1737866712
430,mount pleasant,32.7941,-79.8626,37.0,91,0,0.0,US,1737866713
431,robertsport,6.7533,-11.3686,77.79,85,100,1.28,LR,1737866714
432,tavda,58.0425,65.2726,-2.78,93,50,5.73,RU,1737866716
433,dambatta,12.433,8.5154,58.26,23,1,8.77,NG,1737866717
434,vila do maio,15.1333,-23.2167,71.51,72,0,20.89,CV,1737866718
435,zarghun shahr,32.8473,68.4457,32.31,19,28,1.81,AF,1737866719
436,haiku-pauwela,20.9219,-156.3051,75.04,79,40,19.57,US,1737866720
437,berezovyy,51.6667,135.7,8.55,90,100,3.0,RU,1737866721
438,kafin hausa,12.2375,9.908,60.89,24,0,8.79,NG,1737866722
439,slave lake,55.2834,-114.769,24.78,74,100,0.0,CA,1737866724
440,thunder bay,48.4001,-89.3168,13.98,62,75,17.27,CA,1737866725
441,severo-yeniseyskiy,60.3725,93.0408,-1.82,93,100,6.55,RU,1737866726
442,rio grande,-32.035,-52.0986,69.89,74,2,10.13,BR,1737866727
443,yuzhno-kurilsk,44.0306,145.8556,33.3,79,92,4.74,RU,1737866728
444,shaffa,10.5067,12.3332,63.09,22,63,5.77,NG,1737866729
445,forres,57.6113,-3.6108,37.81,76,20,20.71,GB,1737866730
446,heyuan,23.7333,114.6833,55.8,57,100,13.56,CN,1737866732
447,kundgol,15.25,75.25,77.2,25,27,13.49,IN,1737866733
448,tinajo,29.0788,-13.7081,56.28,77,0,3.44,ES,1737866734
449,fort st. john,56.2499,-120.8529,30.09,64,40,16.11,CA,1737866735
450,port hueneme,34.1478,-119.1951,54.0,79,100,10.36,US,1737866513
451,cannonvale,-20.2833,148.7,74.59,73,99,13.51,AU,1737866737
452,balqash,46.8481,74.995,9.19,61,0,15.66,KZ,1737866738
453,ma'rib,15.4591,45.3253,64.31,24,19,2.42,YE,1737866740
454,kalodzishchy,53.944,27.7823,36.91,93,75,11.18,BY,1737866741
455,norderney,53.7,7.15,35.96,94,100,7.85,DE,1737866742
456,derbent,42.0678,48.2899,42.87,88,100,4.54,RU,1737866743
457,saudarkrokur,65.7461,-19.6394,27.84,96,100,3.67,IS,1737866744
458,khenchela,35.4358,7.1433,44.65,74,5,4.99,DZ,1737866746
459,shingu,33.7333,135.9833,51.64,35,2,6.53,JP,1737866524
460,burang,30.25,81.1667,13.37,57,0,1.9,CN,1737866749
461,arklow,52.7931,-6.1414,40.66,77,98,5.95,IE,1737866750
462,ghadamis,30.1337,9.5007,54.03,33,72,7.18,LY,1737866751
463,sisimiut,66.9395,-53.6735,4.86,91,74,9.01,GL,1737866752
464,rawai,7.7797,98.3253,81.09,73,65,12.5,TH,1737866753
465,ukholovo,53.7929,40.4892,31.71,92,100,12.82,RU,1737866754
466,ivins,37.1686,-113.6794,38.14,17,100,1.66,US,1737866756
467,xique xique,-10.8217,-42.7311,80.11,60,81,4.47,BR,1737866757
468,shengli,37.4564,118.4856,34.09,87,100,11.32,CN,1737866758
469,brokopondo,4.75,-55.1667,74.84,86,100,6.69,SR,1737866759
470,kangavar,34.5043,47.9653,34.68,84,98,1.32,IR,1737866760
471,paradip garh,20.3167,86.6167,79.27,58,35,8.34,IN,1737866761
472,mbanza-ngungu,-5.25,14.8667,65.46,99,43,3.29,CD,1737866763
473,westport,41.1415,-73.3579,31.91,64,0,16.11,US,1737866765
474,kudahuvadhoo,2.6708,72.8944,81.57,74,21,6.44,MV,1737866767
475,galle,6.0367,80.217,81.45,78,76,1.63,LK,1737866768
476,mangai,-4.05,19.5333,69.19,88,96,1.16,CD,1737866769
477,selsey,50.735,-0.7898,44.98,81,7,5.01,GB,1737866771
478,de queen,34.0379,-94.3413,49.78,66,100,4.61,US,1737866772
479,limon,10.0,-83.0333,74.08,81,31,3.53,CR,1737866773
480,zboriv,49.6648,25.141,36.14,84,100,9.26,UA,1737866774
481,horta,38.5333,-28.6333,65.01,92,100,24.0,PT,1737866775
482,khao wong,16.7001,104.0902,87.35,33,34,16.11,TH,1737866777
483,maracas,-13.4411,-40.4308,61.99,98,8,3.06,BR,1737866778
484,altamont,42.2068,-121.7372,28.98,49,0,15.01,US,1737866780
485,benjamin hill,30.1667,-111.1,54.37,30,9,8.12,MX,1737866781
486,puerto cabezas,14.0351,-83.3888,74.46,87,22,10.6,NI,1737866782
487,immokalee,26.4187,-81.4173,55.94,84,90,7.67,US,1737866784
488,kitimat,54.0524,-128.6534,34.7,94,18,2.37,CA,1737866785
489,itarare,-24.1125,-49.3317,66.74,96,100,1.14,BR,1737866786
490,zhalantun,48.0,122.7167,8.37,93,100,3.4,CN,1737866787
491,puyang chengguanzhen,35.7028,115.0053,38.8,20,23,27.42,CN,1737866788
492,mirnyy,62.5353,113.9611,-13.45,94,100,8.84,RU,1737866789
493,lycksele,64.5954,18.6735,30.07,93,75,2.3,SE,1737866790
494,ambon,-3.6954,128.1814,90.23,100,40,4.61,ID,1737866792
495,gadzhiyevo,69.2551,33.3362,21.38,94,56,7.0,RU,1737866793
496,olyokminsk,60.3736,120.4264,-2.49,85,100,9.42,RU,1737866794
497,illela,13.7292,5.2975,62.37,21,2,10.11,NG,1737866796
498,soio,-6.1349,12.3689,77.18,88,96,3.74,AO,1737866797
499,cole harbour,44.6724,-63.4751,18.88,76,24,5.75,CA,1737866798
500,alvand,36.3187,49.1678,27.48,88,33,2.17,IR,1737866799
501,palamos,41.8484,3.1291,45.97,75,67,3.02,ES,1737866801
502,villa gesell,-37.2639,-56.973,64.44,73,0,5.88,AR,1737866802
503,skeldon,5.8833,-57.1333,72.91,95,79,3.62,GY,1737866803
504,kuragino,53.8975,92.6725,8.38,91,100,6.33,RU,1737866804
505,ebon,4.582,168.6964,81.64,76,89,14.25,MH,1737866805
506,nar'yan-mar,67.6713,53.087,19.11,95,100,12.39,RU,1737866806
507,quelimane,-17.8786,36.8883,76.95,94,75,13.0,MZ,1737866807
508,saldanha,-33.0117,17.9442,68.05,93,0,12.64,ZA,1737866809
509,bopolu,7.0667,-10.4875,71.96,92,97,1.12,LR,1737866810
510,nabire,-3.3667,135.4833,87.15,62,100,5.93,ID,1737866811
511,swakopmund,-22.6833,14.5333,65.98,93,46,1.99,NA,1737866812
512,neukirch/lausitz,51.0973,14.3079,42.85,89,100,1.99,DE,1737866813
513,ratnagiri,16.9833,73.3,88.07,30,16,2.46,IN,1737866814
514,nizhnevartovsk,60.9344,76.5531,3.22,85,100,2.24,RU,1737866816
515,port isabel,26.0734,-97.2086,66.24,93,75,8.05,US,1737866817
516,floro,61.5996,5.0328,44.56,70,20,20.71,NO,1737866818
517,belawan,3.7755,98.6832,79.09,77,98,4.12,ID,1737866819
518,topchikha,52.8192,83.1185,1.94,80,100,7.74,RU,1737866820
519,bushehr,28.9684,50.8385,51.89,58,20,0.0,IR,1737866821
520,martapura,-3.4167,114.85,86.09,74,40,9.22,ID,1737866822
521,badin,24.656,68.8384,71.35,13,0,6.62,PK,1737866825
522,guacui,-20.7756,-41.6794,67.69,91,100,3.51,BR,1737866826
523,constitucion,-35.3333,-72.4167,58.55,71,0,8.03,CL,1737866828
524,fort mcmurray,56.7268,-111.381,27.99,68,100,10.36,CA,1737866829
525,fale old settlement,-9.3852,-171.2468,83.44,65,33,16.08,TK,1737866830
526,bezhetsk,57.7851,36.6965,34.05,99,100,14.5,RU,1737866831
527,flin flon,54.7682,-101.865,20.17,90,98,10.07,CA,1737866832
528,chiredzi,-21.05,31.6667,71.89,86,75,5.57,ZW,1737866834
529,xapuri,-10.6517,-68.5044,72.77,90,85,1.36,BR,1737866835
530,sabha,27.0377,14.4283,52.54,58,72,8.25,LY,1737866836
531,lubao,14.9167,120.55,87.51,55,22,8.32,PH,1737866837
532,vokhtoga,58.8147,41.0461,30.36,94,100,8.77,RU,1737866838
533,mamonovo,54.4643,19.938,41.92,85,100,5.37,RU,1737866839
534,kupang,-10.1667,123.5833,79.38,94,75,13.8,ID,1737866840
535,shchyolkino,45.4291,35.8223,40.08,87,3,9.04,UA,1737866841
536,bozoum,6.3193,16.3799,65.34,29,0,2.42,CF,1737866843
537,washington court house,39.5364,-83.4391,34.21,52,0,14.97,US,1737866844
538,bikenibeu village,1.3673,173.1241,84.16,74,40,11.5,KI,1737866845
539,el vigia,8.6219,-71.6506,73.76,81,75,3.65,VE,1737866846
540,istgah-e rah ahan-e garmsar,35.2346,52.3094,46.63,46,6,1.25,IR,1737866847
541,gandajika,-6.75,23.95,66.25,94,100,1.3,CD,1737866848
542,alesund,62.4723,6.1549,44.74,61,75,33.38,NO,1737866849
543,jabbeke,51.185,3.095,37.13,93,100,8.01,BE,1737866851
544,howard springs,-12.497,131.047,94.98,74,76,4.65,AU,1737866853
545,bengkulu,-3.8004,102.2655,80.1,74,100,4.65,ID,1737866854
546,aksu,41.1231,80.2644,16.68,67,7,1.28,CN,1737866855
547,mae hong son,19.3003,97.9685,73.54,68,0,2.3,TH,1737866856
548,wotho,10.1657,166.0102,79.92,69,23,17.85,MH,1737866857
549,mugia,43.1041,-9.2179,56.91,91,100,45.43,ES,1737866858
550,nizhniy ingash,56.2,96.53,10.78,92,100,9.31,RU,1737866859
551,vila velha,-20.3297,-40.2925,76.95,88,0,5.99,BR,1737866860
552,lensk,60.7253,114.9278,-3.98,92,100,10.71,RU,1737866862
553,meadow lakes,61.6247,-149.6011,40.62,90,100,12.66,US,1737866863
554,gaiman,-43.2897,-65.4929,64.6,41,7,20.71,AR,1737866864
555,severodvinsk,64.5635,39.8302,33.37,95,100,8.41,RU,1737866865
556,umm kaddadah,13.6017,26.6876,56.07,33,1,12.21,SD,1737866866
557,siwa oasis,29.2041,25.5195,54.5,42,4,4.32,EG,1737866867
558,port saint john's,-31.6229,29.5448,75.78,83,1,4.43,ZA,1737866868
559,charters towers,-20.1,146.2667,90.61,47,82,17.56,AU,1737866869
560,alo,6.5486,4.2686,76.03,89,47,1.86,NG,1737866871
561,thohoyandou,-22.9456,30.485,69.08,82,46,8.59,ZA,1737866872
562,inarajan village,13.2736,144.7484,86.99,80,75,6.62,GU,1737866873
563,dongola,19.1667,30.4833,58.66,31,0,9.28,SD,1737866874
564,preobrazheniye,42.9019,133.9064,33.08,32,0,3.65,RU,1737866875
565,yangshuo,24.7808,110.4897,57.24,37,77,7.47,CN,1737866876
566,freetown,8.484,-13.2299,75.99,76,72,1.5,SL,1737866877
567,yoro,15.1333,-87.1333,65.91,98,98,4.21,HN,1737866878
568,orcopampa,-15.2661,-72.3417,43.12,97,100,3.94,PE,1737866880
569,masterton,-40.9597,175.6575,65.82,90,99,4.23,NZ,1737866881
570,trondheim,63.4305,10.3951,42.85,74,100,10.0,NO,1737866882
571,hami,42.8,93.45,18.27,32,0,4.79,CN,1737866883
572,gargalianoi,37.0667,21.6333,51.84,86,88,7.81,GR,1737866884
573,lashio,22.9333,97.75,76.5,27,1,2.21,MM,1737866885
574,abong mbang,3.9833,13.1833,63.99,64,8,1.88,CM,1737866886
575,mitu,1.1983,-70.1733,69.64,97,82,1.83,CO,1737866887
576,gabu,12.2833,-14.2167,69.57,43,90,0.89,GW,1737866889
577,bartica,6.4,-58.6167,71.76,98,85,0.78,GY,1737866890
578,isla del bosque,22.7333,-105.85,68.63,61,0,4.81,MX,1737866891
579,i-n-salah,27.1935,2.4607,59.09,24,95,11.83,DZ,1737866892
580,happy valley-goose bay,53.3168,-60.3315,8.91,61,20,9.22,CA,1737866893
581,touros,-5.1989,-35.4608,78.49,79,100,7.18,BR,1737866894
582,berdigestyakh,62.0989,126.6992,-9.31,93,100,5.17,RU,1737866895
583,stewartville,43.8555,-92.4885,13.89,77,0,14.97,US,1737866896
584,murghob,38.1702,73.9667,-19.75,54,7,1.63,TJ,1737866898
585,seaside,36.6111,-121.8516,48.9,90,100,6.91,US,1737866886
586,derzhavinsk,51.1,66.3167,10.78,77,100,5.99,KZ,1737866900
587,nouadhibou,20.931,-17.0347,62.58,82,0,23.02,MR,1737866901
588,san borja,-14.8167,-66.85,71.22,97,100,2.37,BO,1737866902
589,acapulco de juarez,16.8634,-99.8901,78.62,83,0,3.44,MX,1737866880
590,namangan,40.9983,71.6726,36.05,60,97,2.3,UZ,1737866906
591,tarija,-21.5355,-64.7296,64.31,83,100,3.38,BO,1737866908
592,atar,20.5169,-13.0499,61.65,20,0,9.93,MR,1737866909
593,luanda,-8.8368,13.2343,78.8,83,75,2.3,AO,1737866910
594,vazante,-17.9869,-46.9078,70.02,89,100,3.09,BR,1737866911
595,papao,-17.75,-149.55,85.68,76,7,16.96,PF,1737866912
596,oroqen zizhiqi,50.5667,123.7167,9.46,85,100,5.64,CN,1737866914
597,benguela,-12.5763,13.4055,77.09,79,98,1.19,AO,1737866915
598,yendi,9.4427,-0.0099,78.67,31,46,1.77,GH,1737866916
599,kerikeri,-35.2268,173.9474,75.9,79,84,8.01,NZ,1737866918
